store_id,sku,in_range
S009,SKU00071,1
S009,SKU00072,1
S009,SKU00073,1
S009,SKU00074,1
S009,SKU00075,1
S009,SKU00076,1
S009,SKU00079,1
S009,SKU00080,1
S010,SKU00001,1
S010,SKU00002,1
S010,SKU00003,1
S010,SKU00004,1
S010,SKU00005,1
S010,SKU00006,1
S010,SKU00008,1
S010,SKU00009,1
S010,SKU00010,1
S010,SKU00012,1
S010,SKU00013,1
S010,SKU00014,1
S010,SKU00015,1
S010,SKU00016,1
S010,SKU00017,1
S010,SKU00019,1
S010,SKU00020,1
S010,SKU00021,1
S010,SKU00022,1
S010,SKU00023,1
S010,SKU00025,1
S010,SKU00026,1
S010,SKU00027,1
S010,SKU00028,1
S010,SKU00029,1
S010,SKU00030,1
S010,SKU00031,1
S010,SKU00032,1
S010,SKU00033,1
S010,SKU00034,1
S010,SKU00035,1
S010,SKU00036,1
S010,SKU00037,1
S010,SKU00038,1
S010,SKU00039,1
S010,SKU00040,1
S010,SKU00041,1
S010,SKU00042,1
S010,SKU00043,1
S010,SKU00044,1
S010,SKU00046,1
S010,SKU00047,1
S010,SKU00048,1
S010,SKU00049,1
S010,SKU00050,1
S010,SKU00051,1
S010,SKU00052,1
S010,SKU00053,1
S010,SKU00054,1
S010,SKU00055,1
S010,SKU00056,1
S010,SKU00057,1
S010,SKU00058,1
S010,SKU00059,1
S010,SKU00061,1
S010,SKU00062,1
S010,SKU00063,1
S010,SKU00064,1
S010,SKU00065,1
S010,SKU00066,1
S010,SKU00067,1
S010,SKU00068,1
S010,SKU00069,1
S010,SKU00070,1
S010,SKU00071,1
S010,SKU00072,1
S010,SKU00073,1
S010,SKU00074,1
S010,SKU00077,1
S010,SKU00078,1
S010,SKU00079,1
S010,SKU00080,1
S011,SKU00001,1
S011,SKU00002,1
S011,SKU00003,1
S011,SKU00005,1
S011,SKU00006,1
S011,SKU00007,1
S011,SKU00008,1
S011,SKU00009,1
S011,SKU00010,1
S011,SKU00011,1
S011,SKU00012,1
S011,SKU00013,1
S011,SKU00014,1
S011,SKU00015,1
S011,SKU00016,1
S011,SKU00017,1
S011,SKU00019,1
S011,SKU00020,1
S011,SKU00021,1
S011,SKU00022,1
S011,SKU00023,1
S011,SKU00024,1
S011,SKU00026,1
S011,SKU00027,1
S011,SKU00028,1
S011,SKU00029,1
S011,SKU00030,1
S011,SKU00031,1
S011,SKU00032,1
S011,SKU00033,1
S011,SKU00034,1
S011,SKU00035,1
S011,SKU00036,1
S011,SKU00037,1
S011,SKU00038,1
S011,SKU00039,1
S011,SKU00040,1
S011,SKU00042,1
S011,SKU00044,1
S011,SKU00045,1
S011,SKU00046,1
S011,SKU00047,1
S011,SKU00048,1
S011,SKU00049,1
S011,SKU00050,1
S011,SKU00051,1
S011,SKU00053,1
S011,SKU00054,1
S011,SKU00055,1
S011,SKU00056,1
S011,SKU00057,1
S011,SKU00058,1
S011,SKU00059,1
S011,SKU00060,1
S011,SKU00061,1
S011,SKU00062,1
S011,SKU00063,1
S011,SKU00065,1
S011,SKU00066,1
S011,SKU00067,1
S011,SKU00068,1
S011,SKU00069,1
S011,SKU00070,1
S011,SKU00071,1
S011,SKU00072,1
S011,SKU00073,1
S011,SKU00074,1
S011,SKU00075,1
S011,SKU00077,1
S011,SKU00079,1
S011,SKU00080,1
S012,SKU00001,1
S012,SKU00002,1
S012,SKU00003,1
S012,SKU00004,1
S012,SKU00005,1
S012,SKU00006,1
S012,SKU00008,1
S012,SKU00010,1
S012,SKU00011,1
S012,SKU00014,1
S012,SKU00015,1
S012,SKU00016,1
S012,SKU00017,1
S012,SKU00018,1
S012,SKU00019,1
S012,SKU00020,1
S012,SKU00021,1
S012,SKU00022,1
S012,SKU00023,1
S012,SKU00025,1
S012,SKU00026,1
S012,SKU00027,1
S012,SKU00028,1
S012,SKU00029,1
S012,SKU00031,1
S012,SKU00032,1
S012,SKU00033,1
S012,SKU00035,1
S012,SKU00036,1
S012,SKU00037,1
S012,SKU00039,1
S012,SKU00040,1
S012,SKU00041,1
S012,SKU00042,1
S012,SKU00043,1
S012,SKU00044,1
S012,SKU00045,1
S012,SKU00046,1
S012,SKU00048,1
S012,SKU00049,1
S012,SKU00050,1
S012,SKU00051,1
S012,SKU00052,1
S012,SKU00053,1
S012,SKU00054,1
S012,SKU00056,1
S012,SKU00057,1
S012,SKU00058,1
S012,SKU00060,1
S012,SKU00061,1
S012,SKU00062,1
S012,SKU00063,1
S012,SKU00065,1
S012,SKU00066,1
S012,SKU00067,1
S012,SKU00068,1
S012,SKU00069,1
S012,SKU00070,1
S012,SKU00071,1
S012,SKU00072,1
S012,SKU00073,1
S012,SKU00074,1
S012,SKU00075,1
S012,SKU00076,1
S012,SKU00077,1
S012,SKU00078,1
S012,SKU00079,1
S012,SKU00080,1
S013,SKU00001,1
S013,SKU00002,1
S013,SKU00003,1
S013,SKU00004,1
S013,SKU00005,1
S013,SKU00007,1
S013,SKU00008,1
S013,SKU00009,1
S013,SKU00010,1
S013,SKU00011,1
S013,SKU00012,1
S013,SKU00013,1
S013,SKU00014,1
S013,SKU00015,1
S013,SKU00016,1
S013,SKU00017,1
S013,SKU00018,1
S013,SKU00019,1
S013,SKU00020,1
S013,SKU00021,1
S013,SKU00022,1
S013,SKU00023,1
S013,SKU00024,1
S013,SKU00025,1
S013,SKU00026,1
S013,SKU00027,1
S013,SKU00028,1
S013,SKU00030,1
S013,SKU00031,1
S013,SKU00032,1
S013,SKU00033,1
S013,SKU00034,1
S013,SKU00036,1
S013,SKU00037,1
S013,SKU00038,1
S013,SKU00039,1
S013,SKU00040,1
S013,SKU00042,1
S013,SKU00043,1
S013,SKU00044,1
S013,SKU00045,1
S013,SKU00046,1
S013,SKU00047,1
S013,SKU00048,1
S013,SKU00049,1
S013,SKU00051,1
S013,SKU00052,1
S013,SKU00053,1
S013,SKU00054,1
S013,SKU00055,1
S013,SKU00056,1
S013,SKU00057,1
S013,SKU00058,1
S013,SKU00059,1
S013,SKU00060,1
S013,SKU00061,1
S013,SKU00062,1
S013,SKU00063,1
S013,SKU00064,1
S013,SKU00065,1
S013,SKU00066,1
S013,SKU00067,1
S013,SKU00068,1
S013,SKU00069,1
S013,SKU00070,1
S013,SKU00072,1
S013,SKU00073,1
S013,SKU00074,1
S013,SKU00075,1
S013,SKU00076,1
S013,SKU00077,1
S013,SKU00078,1
S013,SKU00079,1
S013,SKU00080,1
S014,SKU00001,1
S014,SKU00002,1
S014,SKU00003,1
S014,SKU00004,1
S014,SKU00005,1
S014,SKU00006,1
S014,SKU00007,1
S014,SKU00009,1
S014,SKU00010,1
S014,SKU00011,1
S014,SKU00012,1
S014,SKU00013,1
S014,SKU00014,1
S014,SKU00015,1
S014,SKU00016,1
S014,SKU00017,1
S014,SKU00018,1
S014,SKU00019,1
S014,SKU00020,1
S014,SKU00021,1
S014,SKU00023,1
S014,SKU00024,1
S014,SKU00025,1
S014,SKU00026,1
S014,SKU00028,1
S014,SKU00029,1
S014,SKU00030,1
S014,SKU00031,1
S014,SKU00032,1
S014,SKU00033,1
S014,SKU00034,1
S014,SKU00035,1
S014,SKU00036,1
S014,SKU00037,1
S014,SKU00038,1
S014,SKU00039,1
S014,SKU00040,1
S014,SKU00041,1
S014,SKU00042,1
S014,SKU00043,1
S014,SKU00044,1
S014,SKU00045,1
S014,SKU00046,1
S014,SKU00047,1
S014,SKU00048,1
S014,SKU00049,1
S014,SKU00050,1
S014,SKU00051,1
S014,SKU00052,1
S014,SKU00053,1
S014,SKU00054,1
S014,SKU00055,1
S014,SKU00056,1
S014,SKU00057,1
S014,SKU00058,1
S014,SKU00059,1
S014,SKU00060,1
S014,SKU00061,1
S014,SKU00062,1
S014,SKU00063,1
S014,SKU00064,1
S014,SKU00065,1
S014,SKU00066,1
S014,SKU00067,1
S014,SKU00068,1
S014,SKU00069,1
S014,SKU00070,1
S014,SKU00071,1
S014,SKU00072,1
S014,SKU00073,1
S014,SKU00074,1
S014,SKU00075,1
S014,SKU00076,1
S014,SKU00077,1
S014,SKU00078,1
S014,SKU00079,1
S014,SKU00080,1
S015,SKU00001,1
S015,SKU00002,1
S015,SKU00003,1
S015,SKU00004,1
S015,SKU00005,1
S015,SKU00006,1
S015,SKU00008,1
S015,SKU00009,1
S015,SKU00010,1
S015,SKU00011,1
S015,SKU00012,1
S015,SKU00013,1
S015,SKU00014,1
S015,SKU00015,1
S015,SKU00016,1
S015,SKU00017,1
S015,SKU00018,1
S015,SKU00020,1
S015,SKU00021,1
S015,SKU00022,1
S015,SKU00023,1
S015,SKU00024,1
S015,SKU00025,1
S015,SKU00026,1
S015,SKU00027,1
S015,SKU00028,1
S015,SKU00029,1
S015,SKU00030,1
S015,SKU00031,1
S015,SKU00032,1
S015,SKU00034,1
S015,SKU00035,1
S015,SKU00036,1
S015,SKU00037,1
S015,SKU00038,1
S015,SKU00039,1
S015,SKU00040,1
S015,SKU00041,1
S015,SKU00042,1
S015,SKU00043,1
S015,SKU00044,1
S015,SKU00045,1
S015,SKU00046,1
S015,SKU00047,1
S015,SKU00048,1
S015,SKU00049,1
S015,SKU00051,1
S015,SKU00052,1
S015,SKU00053,1
S015,SKU00054,1
S015,SKU00055,1
S015,SKU00056,1
S015,SKU00057,1
S015,SKU00058,1
S015,SKU00059,1
S015,SKU00060,1
S015,SKU00061,1
S015,SKU00062,1
S015,SKU00063,1
S015,SKU00064,1
S015,SKU00065,1
S015,SKU00066,1
S015,SKU00067,1
S015,SKU00068,1
S015,SKU00069,1
S015,SKU00070,1
S015,SKU00071,1
S015,SKU00072,1
S015,SKU00073,1
S015,SKU00074,1
S015,SKU00075,1
S015,SKU00076,1
S015,SKU00077,1
S015,SKU00078,1
S015,SKU00079,1
S015,SKU00080,1
S016,SKU00001,1
S016,SKU00002,1
S016,SKU00003,1
S016,SKU00004,1
S016,SKU00005,1
S016,SKU00006,1
S016,SKU00007,1
S016,SKU00008,1
S016,SKU00009,1
S016,SKU00010,1
S016,SKU00011,1
S016,SKU00012,1
S016,SKU00013,1
S016,SKU00014,1
S016,SKU00015,1
S016,SKU00016,1
S016,SKU00017,1
S016,SKU00018,1
S016,SKU00019,1
S016,SKU00020,1
S016,SKU00021,1
S016,SKU00022,1
S016,SKU00023,1
S016,SKU00024,1
S016,SKU00025,1
S016,SKU00026,1
S016,SKU00028,1
S016,SKU00029,1
S016,SKU00030,1
S016,SKU00031,1
S016,SKU00032,1
S016,SKU00034,1
S016,SKU00035,1
S016,SKU00036,1
S016,SKU00038,1
S016,SKU00039,1
S016,SKU00040,1
S016,SKU00041,1
S016,SKU00042,1
S016,SKU00043,1
S016,SKU00044,1
S016,SKU00045,1
S016,SKU00046,1
S016,SKU00047,1
S016,SKU00048,1
S016,SKU00049,1
S016,SKU00050,1
S016,SKU00051,1
S016,SKU00052,1
S016,SKU00054,1
S016,SKU00055,1
S016,SKU00056,1
S016,SKU00057,1
S016,SKU00058,1
S016,SKU00059,1
S016,SKU00060,1
S016,SKU00061,1
S016,SKU00062,1
S016,SKU00063,1
S016,SKU00064,1
S016,SKU00065,1
S016,SKU00066,1
S016,SKU00067,1
S016,SKU00068,1
S016,SKU00069,1
S016,SKU00070,1
S016,SKU00071,1
S016,SKU00072,1
S016,SKU00073,1
S016,SKU00074,1
S016,SKU00075,1
S016,SKU00076,1
S016,SKU00077,1
S016,SKU00078,1
S016,SKU00079,1
S016,SKU00080,1
S017,SKU00001,1
S017,SKU00002,1
S017,SKU00003,1
S017,SKU00004,1
S017,SKU00005,1
S017,SKU00006,1
S017,SKU00009,1
S017,SKU00010,1
S017,SKU00011,1
S017,SKU00012,1
S017,SKU00014,1
S017,SKU00015,1
S017,SKU00016,1
S017,SKU00017,1
S017,SKU00018,1
S017,SKU00019,1
S017,SKU00020,1
S017,SKU00021,1
S017,SKU00022,1
S017,SKU00023,1
S017,SKU00024,1
S017,SKU00025,1
S017,SKU00026,1
S017,SKU00028,1
S017,SKU00029,1
S017,SKU00031,1
S017,SKU00032,1
S017,SKU00033,1
S017,SKU00034,1
S017,SKU00035,1
S017,SKU00036,1
S017,SKU00037,1
S017,SKU00039,1
S017,SKU00040,1
S017,SKU00042,1
S017,SKU00043,1
S017,SKU00044,1
S017,SKU00045,1
S017,SKU00046,1
S017,SKU00047,1
S017,SKU00048,1
S017,SKU00049,1
S017,SKU00050,1
S017,SKU00051,1
S017,SKU00052,1
S017,SKU00053,1
S017,SKU00054,1
S017,SKU00055,1
S017,SKU00056,1
S017,SKU00057,1
S017,SKU00058,1
S017,SKU00059,1
S017,SKU00060,1
S017,SKU00061,1
S017,SKU00062,1
S017,SKU00063,1
S017,SKU00064,1
S017,SKU00065,1
S017,SKU00066,1
S017,SKU00068,1
S017,SKU00069,1
S017,SKU00070,1
S017,SKU00071,1
S017,SKU00072,1
S017,SKU00073,1
S017,SKU00074,1
S017,SKU00075,1
S017,SKU00076,1
S017,SKU00077,1
S017,SKU00078,1
S017,SKU00080,1
S018,SKU00001,1
S018,SKU00002,1
S018,SKU00004,1
S018,SKU00005,1
S018,SKU00006,1
S018,SKU00007,1
S018,SKU00009,1
S018,SKU00010,1
S018,SKU00011,1
S018,SKU00012,1
S018,SKU00013,1
S018,SKU00014,1
S018,SKU00015,1
S018,SKU00016,1
S018,SKU00017,1
S018,SKU00018,1
S018,SKU00019,1
S018,SKU00020,1
S018,SKU00021,1
S018,SKU00022,1
S018,SKU00023,1
S018,SKU00024,1
S018,SKU00025,1
S018,SKU00026,1
S018,SKU00027,1
S018,SKU00028,1
S018,SKU00029,1
S018,SKU00030,1
S018,SKU00031,1
S018,SKU00032,1
S018,SKU00033,1
S018,SKU00035,1
S018,SKU00037,1
S018,SKU00038,1
S018,SKU00039,1
S018,SKU00040,1
S018,SKU00041,1
S018,SKU00042,1
S018,SKU00043,1
S018,SKU00044,1
S018,SKU00045,1
S018,SKU00046,1
