week_ending,store_id,sku,qty_sold
2026-03-15,S040,SKU00042,2
2026-03-08,S040,SKU00042,2
2026-03-01,S040,SKU00042,3
2026-02-22,S040,SKU00042,3
2026-04-12,S018,SKU00025,20
2026-04-05,S018,SKU00025,20
2026-03-29,S018,SKU00025,19
2026-03-22,S018,SKU00025,18
2026-03-15,S018,SKU00025,20
2026-03-08,S018,SKU00025,20
2026-03-01,S018,SKU00025,16
2026-02-22,S018,SKU00025,17
2026-04-12,S007,SKU00070,2
2026-04-05,S007,SKU00070,3
2026-03-29,S007,SKU00070,1
2026-03-22,S007,SKU00070,2
2026-03-15,S007,SKU00070,2
2026-03-08,S007,SKU00070,2
2026-03-01,S007,SKU00070,2
2026-02-22,S007,SKU00070,2
2026-04-05,S027,SKU00015,11
2026-03-29,S027,SKU00015,11
2026-03-22,S027,SKU00015,8
2026-03-15,S027,SKU00015,5
2026-03-08,S027,SKU00015,13
2026-03-01,S027,SKU00015,12
2026-02-22,S027,SKU00015,17
2026-04-12,S001,SKU00008,11
2026-04-05,S001,SKU00008,10
2026-03-29,S001,SKU00008,12
2026-03-22,S001,SKU00008,12
2026-03-15,S001,SKU00008,10
2026-03-08,S001,SKU00008,14
2026-03-01,S001,SKU00008,11
2026-02-22,S001,SKU00008,8
2026-04-12,S001,SKU00063,2
2026-04-05,S001,SKU00063,2
2026-03-29,S001,SKU00063,2
2026-03-22,S001,SKU00063,2
2026-03-15,S001,SKU00063,2
2026-03-08,S001,SKU00063,2
2026-03-01,S001,SKU00063,1
2026-02-22,S001,SKU00063,1
2026-04-12,S043,SKU00056,2
2026-04-05,S043,SKU00056,1
2026-03-29,S043,SKU00056,2
2026-03-22,S043,SKU00056,1
2026-03-15,S043,SKU00056,2
2026-03-01,S043,SKU00056,1
2026-02-22,S043,SKU00056,1
2026-04-12,S045,SKU00036,2
2026-04-05,S045,SKU00036,4
2026-03-29,S045,SKU00036,3
2026-03-22,S045,SKU00036,1
2026-03-15,S045,SKU00036,3
2026-03-08,S045,SKU00036,3
2026-03-01,S045,SKU00036,2
2026-02-22,S045,SKU00036,4
2026-03-29,S016,SKU00066,1
2026-03-22,S016,SKU00066,1
2026-03-15,S016,SKU00066,1
2026-03-08,S016,SKU00066,1
2026-03-01,S016,SKU00066,1
2026-02-22,S016,SKU00066,1
2026-04-12,S007,SKU00004,8
2026-04-05,S007,SKU00004,7
2026-03-29,S007,SKU00004,4
2026-03-22,S007,SKU00004,3
2026-03-15,S007,SKU00004,7
2026-03-08,S007,SKU00004,4
2026-03-01,S007,SKU00004,5
2026-02-22,S007,SKU00004,4
2026-04-12,S037,SKU00050,5
2026-04-05,S037,SKU00050,3
2026-03-22,S037,SKU00050,6
2026-03-15,S037,SKU00050,15
2026-03-08,S037,SKU00050,6
2026-03-01,S037,SKU00050,10
2026-02-22,S037,SKU00050,14
2026-04-12,S035,SKU00002,18
2026-04-05,S035,SKU00002,13
2026-03-29,S035,SKU00002,7
2026-03-22,S035,SKU00002,19
2026-03-15,S035,SKU00002,15
2026-03-08,S035,SKU00002,11
2026-03-01,S035,SKU00002,16
2026-02-22,S035,SKU00002,16
2026-04-12,S019,SKU00036,17
2026-04-05,S019,SKU00036,19
2026-03-29,S019,SKU00036,20
2026-03-22,S019,SKU00036,17
2026-03-15,S019,SKU00036,14
2026-03-08,S019,SKU00036,19
2026-03-01,S019,SKU00036,22
2026-02-22,S019,SKU00036,16
2026-04-12,S045,SKU00045,5
2026-04-05,S045,SKU00045,6
2026-03-29,S045,SKU00045,4
2026-03-22,S045,SKU00045,6
2026-03-15,S045,SKU00045,6
2026-03-08,S045,SKU00045,3
2026-03-01,S045,SKU00045,4
2026-02-22,S045,SKU00045,4
2026-04-05,S047,SKU00040,6
2026-03-29,S047,SKU00040,6
2026-03-22,S047,SKU00040,7
2026-03-15,S047,SKU00040,7
2026-03-08,S047,SKU00040,2
2026-03-01,S047,SKU00040,3
2026-02-22,S047,SKU00040,8
2026-04-05,S036,SKU00067,2
2026-03-29,S036,SKU00067,1
2026-03-22,S036,SKU00067,2
2026-03-15,S036,SKU00067,3
2026-03-08,S036,SKU00067,1
2026-03-01,S036,SKU00067,3
2026-02-22,S036,SKU00067,1
2026-04-12,S020,SKU00035,4
2026-04-05,S020,SKU00035,3
2026-03-29,S020,SKU00035,2
2026-03-22,S020,SKU00035,3
2026-03-15,S020,SKU00035,3
2026-03-08,S020,SKU00035,4
2026-03-01,S020,SKU00035,3
2026-02-22,S020,SKU00035,4
2026-04-12,S020,SKU00030,7
2026-04-05,S020,SKU00030,16
2026-03-29,S020,SKU00030,22
2026-03-22,S020,SKU00030,20
2026-03-15,S020,SKU00030,19
2026-03-08,S020,SKU00030,12
2026-03-01,S020,SKU00030,18
2026-02-22,S020,SKU00030,19
2026-03-15,S044,SKU00058,1
2026-03-08,S044,SKU00058,1
2026-03-01,S044,SKU00058,1
2026-04-12,S019,SKU00045,6
2026-04-05,S019,SKU00045,7
2026-03-29,S019,SKU00045,9
2026-03-22,S019,SKU00045,8
2026-03-15,S019,SKU00045,7
2026-03-08,S019,SKU00045,9
2026-03-01,S019,SKU00045,8
2026-02-22,S019,SKU00045,6
2026-04-12,S028,SKU00008,18
2026-04-05,S028,SKU00008,13
2026-03-29,S028,SKU00008,12
2026-03-22,S028,SKU00008,11
2026-03-15,S028,SKU00008,13
2026-03-08,S028,SKU00008,4
2026-03-01,S028,SKU00008,4
2026-02-22,S028,SKU00008,12
2026-04-12,S006,SKU00038,9
2026-04-05,S006,SKU00038,13
2026-03-29,S006,SKU00038,19
2026-03-22,S006,SKU00038,18
2026-03-15,S006,SKU00038,15
2026-03-08,S006,SKU00038,13
2026-03-01,S006,SKU00038,18
2026-02-22,S006,SKU00038,17
2026-04-12,S003,SKU00060,2
2026-04-05,S003,SKU00060,3
2026-03-29,S003,SKU00060,2
2026-03-22,S003,SKU00060,3
2026-03-15,S003,SKU00060,2
2026-03-08,S003,SKU00060,2
2026-03-01,S003,SKU00060,1
2026-02-22,S003,SKU00060,2
2026-04-12,S024,SKU00014,3
2026-04-05,S024,SKU00014,2
2026-03-29,S024,SKU00014,3
2026-03-22,S024,SKU00014,2
2026-03-15,S024,SKU00014,4
2026-03-01,S024,SKU00014,2
2026-02-22,S024,SKU00014,2
2026-04-12,S006,SKU00025,29
2026-04-05,S006,SKU00025,30
2026-03-29,S006,SKU00025,26
2026-03-22,S006,SKU00025,17
2026-03-15,S006,SKU00025,21
2026-03-08,S006,SKU00025,22
2026-03-01,S006,SKU00025,26
2026-02-22,S006,SKU00025,26
2026-04-12,S016,SKU00021,10
2026-04-05,S016,SKU00021,12
2026-03-29,S016,SKU00021,13
2026-03-22,S016,SKU00021,12
2026-03-15,S016,SKU00021,16
2026-03-08,S016,SKU00021,15
2026-03-01,S016,SKU00021,10
2026-02-22,S016,SKU00021,10
2026-04-12,S025,SKU00002,2
2026-04-05,S025,SKU00002,2
2026-03-29,S025,SKU00002,2
2026-03-22,S025,SKU00002,2
2026-03-15,S025,SKU00002,2
2026-03-08,S025,SKU00002,1
2026-03-01,S025,SKU00002,2
2026-02-22,S025,SKU00002,1
2026-04-12,S005,SKU00036,12
2026-04-05,S005,SKU00036,11
2026-03-29,S005,SKU00036,8
2026-03-22,S005,SKU00036,19
2026-03-15,S005,SKU00036,14
2026-03-08,S005,SKU00036,14
2026-03-01,S005,SKU00036,16
2026-02-22,S005,SKU00036,18
2026-04-12,S013,SKU00059,5
2026-04-05,S013,SKU00059,4
2026-03-29,S013,SKU00059,5
2026-03-22,S013,SKU00059,4
2026-03-15,S013,SKU00059,5
2026-03-08,S013,SKU00059,5
2026-03-01,S013,SKU00059,5
2026-02-22,S013,SKU00059,5
2026-04-12,S006,SKU00007,20
2026-04-05,S006,SKU00007,25
2026-03-29,S006,SKU00007,17
2026-03-22,S006,SKU00007,16
2026-03-15,S006,SKU00007,21
2026-03-08,S006,SKU00007,25
2026-03-01,S006,SKU00007,15
2026-02-22,S006,SKU00007,10
2026-04-12,S022,SKU00033,6
2026-04-05,S022,SKU00033,5
2026-03-29,S022,SKU00033,5
2026-03-22,S022,SKU00033,4
2026-03-15,S022,SKU00033,4
2026-03-08,S022,SKU00033,7
2026-03-01,S022,SKU00033,7
2026-02-22,S022,SKU00033,2
2026-04-12,S038,SKU00004,3
2026-04-05,S038,SKU00004,2
2026-03-29,S038,SKU00004,3
2026-03-22,S038,SKU00004,2
2026-03-15,S038,SKU00004,4
2026-03-08,S038,SKU00004,4
2026-03-01,S038,SKU00004,2
2026-02-22,S038,SKU00004,1
2026-04-12,S050,SKU00018,1
2026-04-05,S050,SKU00018,1
2026-03-29,S050,SKU00018,2
2026-03-15,S050,SKU00018,4
2026-03-08,S050,SKU00018,4
2026-03-01,S050,SKU00018,3
2026-02-22,S050,SKU00018,1
2026-03-29,S029,SKU00052,1
2026-03-22,S029,SKU00052,1
2026-03-01,S029,SKU00052,1
2026-02-22,S029,SKU00052,1
2026-04-12,S007,SKU00015,20
2026-04-05,S007,SKU00015,21
2026-03-29,S007,SKU00015,19
2026-03-22,S007,SKU00015,19
2026-03-15,S007,SKU00015,24
2026-03-08,S007,SKU00015,24
2026-03-01,S007,SKU00015,18
2026-02-22,S007,SKU00015,20
2026-04-12,S005,SKU00045,9
2026-04-05,S005,SKU00045,10
2026-03-29,S005,SKU00045,10
2026-03-22,S005,SKU00045,10
2026-03-15,S005,SKU00045,14
2026-03-08,S005,SKU00045,16
2026-03-01,S005,SKU00045,12
2026-02-22,S005,SKU00045,11
2026-04-12,S040,SKU00003,18
2026-04-05,S040,SKU00003,12
2026-03-29,S040,SKU00003,14
2026-03-22,S040,SKU00003,10
2026-03-15,S040,SKU00003,12
2026-03-08,S040,SKU00003,6
2026-03-01,S040,SKU00003,13
2026-02-22,S040,SKU00003,16
2026-04-12,S035,SKU00064,1
2026-04-05,S035,SKU00064,2
2026-03-29,S035,SKU00064,2
2026-03-22,S035,SKU00064,2
2026-03-15,S035,SKU00064,2
2026-03-08,S035,SKU00064,2
2026-03-01,S035,SKU00064,1
2026-02-22,S035,SKU00064,2
2026-04-12,S006,SKU00073,3
2026-04-05,S006,SKU00073,4
2026-03-29,S006,SKU00073,4
2026-03-22,S006,SKU00073,4
2026-03-15,S006,SKU00073,3
2026-03-08,S006,SKU00073,4
2026-03-01,S006,SKU00073,4
2026-02-22,S006,SKU00073,2
2026-04-12,S010,SKU00017,3
2026-04-05,S010,SKU00017,2
2026-03-29,S010,SKU00017,2
2026-03-22,S010,SKU00017,4
2026-03-15,S010,SKU00017,3
2026-03-08,S010,SKU00017,4
2026-03-01,S010,SKU00017,2
2026-02-22,S010,SKU00017,2
2026-04-12,S047,SKU00001,2
2026-04-05,S047,SKU00001,1
2026-03-29,S047,SKU00001,3
2026-03-22,S047,SKU00001,1
2026-03-15,S047,SKU00001,2
2026-03-08,S047,SKU00001,1
2026-03-01,S047,SKU00001,1
2026-02-22,S047,SKU00001,3
2026-04-12,S026,SKU00025,4
2026-04-05,S026,SKU00025,5
2026-03-29,S026,SKU00025,5
2026-03-22,S026,SKU00025,4
2026-03-15,S026,SKU00025,6
2026-03-08,S026,SKU00025,5
2026-03-01,S026,SKU00025,7
2026-02-22,S026,SKU00025,6
2026-04-12,S026,SKU00007,17
2026-04-05,S026,SKU00007,14
2026-03-29,S026,SKU00007,14
2026-03-22,S026,SKU00007,11
2026-03-15,S026,SKU00007,12
2026-03-08,S026,SKU00007,17
2026-03-01,S026,SKU00007,13
2026-02-22,S026,SKU00007,11
2026-04-12,S001,SKU00040,3
2026-04-05,S001,SKU00040,4
2026-03-29,S001,SKU00040,5
2026-03-22,S001,SKU00040,5
2026-03-15,S001,SKU00040,3
2026-03-08,S001,SKU00040,3
2026-03-01,S001,SKU00040,3
2026-02-22,S001,SKU00040,5
2026-04-12,S047,SKU00062,2
2026-03-29,S047,SKU00062,3
2026-03-22,S047,SKU00062,2
2026-03-15,S047,SKU00062,1
2026-03-08,S047,SKU00062,1
2026-03-01,S047,SKU00062,2
2026-02-22,S047,SKU00062,1
2026-04-12,S020,SKU00020,17
2026-04-05,S020,SKU00020,25
2026-03-29,S020,SKU00020,9
2026-03-22,S020,SKU00020,18
2026-03-15,S020,SKU00020,12
2026-03-08,S020,SKU00020,17
2026-03-01,S020,SKU00020,15
2026-02-22,S020,SKU00020,29
2026-04-12,S020,SKU00053,1
2026-04-05,S020,SKU00053,2
2026-03-29,S020,SKU00053,1
2026-03-22,S020,SKU00053,1
2026-03-15,S020,SKU00053,3
2026-03-08,S020,SKU00053,2
2026-03-01,S020,SKU00053,2
2026-02-22,S020,SKU00053,3
2026-04-12,S051,SKU00041,2
2026-04-05,S051,SKU00041,8
2026-03-29,S051,SKU00041,3
2026-03-22,S051,SKU00041,8
2026-03-15,S051,SKU00041,3
2026-03-01,S051,SKU00041,2
2026-02-22,S051,SKU00041,6
2026-04-12,S009,SKU00041,7
2026-04-05,S009,SKU00041,7
2026-03-29,S009,SKU00041,10
2026-03-22,S009,SKU00041,7
2026-03-15,S009,SKU00041,7
2026-03-08,S009,SKU00041,6
2026-03-01,S009,SKU00041,8
2026-02-22,S009,SKU00041,8
2026-04-12,S006,SKU00036,10
2026-04-05,S006,SKU00036,17
2026-03-29,S006,SKU00036,9
2026-03-22,S006,SKU00036,13
2026-03-15,S006,SKU00036,13
2026-03-08,S006,SKU00036,14
2026-03-01,S006,SKU00036,11
2026-02-22,S006,SKU00036,12
2026-04-12,S013,SKU00047,20
2026-04-05,S013,SKU00047,27
2026-03-29,S013,SKU00047,20
2026-03-22,S013,SKU00047,23
2026-03-15,S013,SKU00047,32
2026-03-08,S013,SKU00047,19
2026-03-01,S013,SKU00047,21
2026-02-22,S013,SKU00047,22
2026-04-05,S053,SKU00072,1
2026-03-29,S053,SKU00072,1
2026-03-15,S053,SKU00072,1
2026-03-08,S053,SKU00072,1
2026-03-01,S053,SKU00072,1
2026-02-22,S053,SKU00072,1
2026-04-12,S064,SKU00014,7
2026-04-05,S064,SKU00014,7
2026-03-29,S064,SKU00014,3
2026-03-22,S064,SKU00014,2
2026-03-15,S064,SKU00014,8
2026-03-08,S064,SKU00014,15
2026-03-01,S064,SKU00014,6
2026-02-22,S064,SKU00014,7
2026-04-12,S026,SKU00073,1
2026-04-05,S026,SKU00073,1
2026-03-29,S026,SKU00073,1
2026-03-22,S026,SKU00073,1
2026-03-15,S026,SKU00073,1
2026-03-08,S026,SKU00073,2
2026-03-01,S026,SKU00073,2
2026-02-22,S026,SKU00073,1
2026-04-12,S012,SKU00033,9
2026-04-05,S012,SKU00033,7
2026-03-29,S012,SKU00033,7
2026-03-22,S012,SKU00033,10
2026-03-15,S012,SKU00033,5
2026-03-08,S012,SKU00033,13
2026-03-01,S012,SKU00033,9
2026-02-22,S012,SKU00033,8
2026-04-12,S051,SKU00039,12
2026-04-05,S051,SKU00039,5
2026-03-29,S051,SKU00039,4
2026-03-22,S051,SKU00039,12
2026-03-15,S051,SKU00039,9
2026-03-08,S051,SKU00039,5
2026-03-01,S051,SKU00039,7
2026-02-22,S051,SKU00039,4
2026-04-12,S064,SKU00032,4
2026-04-05,S064,SKU00032,6
2026-03-29,S064,SKU00032,9
2026-03-15,S064,SKU00032,10
2026-03-08,S064,SKU00032,6
2026-03-01,S064,SKU00032,3
2026-02-22,S064,SKU00032,2
2026-04-12,S004,SKU00043,11
2026-04-05,S004,SKU00043,15
2026-03-29,S004,SKU00043,13
2026-03-22,S004,SKU00043,10
2026-03-15,S004,SKU00043,15
2026-03-08,S004,SKU00043,15
2026-03-01,S004,SKU00043,12
2026-02-22,S004,SKU00043,16
2026-04-12,S008,SKU00016,15
2026-04-05,S008,SKU00016,13
2026-03-29,S008,SKU00016,16
2026-03-22,S008,SKU00016,22
2026-03-15,S008,SKU00016,19
2026-03-08,S008,SKU00016,17
2026-03-01,S008,SKU00016,22
2026-02-22,S008,SKU00016,22
2026-04-12,S025,SKU00037,10
2026-04-05,S025,SKU00037,5
2026-03-29,S025,SKU00037,2
2026-03-22,S025,SKU00037,7
2026-03-15,S025,SKU00037,7
2026-03-08,S025,SKU00037,7
2026-03-01,S025,SKU00037,10
2026-02-22,S025,SKU00037,8
2026-04-12,S061,SKU00023,5
2026-04-05,S061,SKU00023,3
2026-03-29,S061,SKU00023,7
2026-03-22,S061,SKU00023,5
2026-03-15,S061,SKU00023,6
2026-03-08,S061,SKU00023,4
2026-03-01,S061,SKU00023,6
2026-02-22,S061,SKU00023,6
2026-04-12,S006,SKU00045,13
2026-04-05,S006,SKU00045,15
2026-03-29,S006,SKU00045,9
2026-03-22,S006,SKU00045,13
2026-03-15,S006,SKU00045,10
2026-03-08,S006,SKU00045,14
2026-03-01,S006,SKU00045,14
2026-02-22,S006,SKU00045,15
2026-04-12,S028,SKU00040,16
2026-04-05,S028,SKU00040,7
2026-03-29,S028,SKU00040,10
2026-03-22,S028,SKU00040,9
2026-03-15,S028,SKU00040,9
2026-03-08,S028,SKU00040,7
2026-03-01,S028,SKU00040,15
2026-02-22,S028,SKU00040,14
2026-04-12,S034,SKU00035,5
2026-04-05,S034,SKU00035,8
2026-03-29,S034,SKU00035,5
2026-03-22,S034,SKU00035,9
2026-03-15,S034,SKU00035,10
2026-03-08,S034,SKU00035,8
2026-03-01,S034,SKU00035,10
2026-02-22,S034,SKU00035,11
2026-04-12,S034,SKU00030,3
2026-04-05,S034,SKU00030,3
2026-03-29,S034,SKU00030,3
2026-03-22,S034,SKU00030,5
2026-03-15,S034,SKU00030,3
2026-03-08,S034,SKU00030,4
2026-03-01,S034,SKU00030,6
2026-02-22,S034,SKU00030,6
2026-04-12,S058,SKU00015,3
2026-04-05,S058,SKU00015,1
2026-03-29,S058,SKU00015,1
2026-03-22,S058,SKU00015,2
2026-03-15,S058,SKU00015,2
2026-02-22,S058,SKU00015,1
2026-04-12,S004,SKU00016,14
2026-04-05,S004,SKU00016,12
2026-03-29,S004,SKU00016,12
2026-03-22,S004,SKU00016,15
2026-03-15,S004,SKU00016,12
2026-03-08,S004,SKU00016,12
2026-03-01,S004,SKU00016,12
2026-02-22,S004,SKU00016,12
2026-04-12,S031,SKU00023,3
2026-04-05,S031,SKU00023,3
2026-03-29,S031,SKU00023,3
2026-03-22,S031,SKU00023,1
2026-03-15,S031,SKU00023,3
2026-03-08,S031,SKU00023,3
2026-03-01,S031,SKU00023,3
2026-02-22,S031,SKU00023,2
2026-04-12,S007,SKU00022,3
2026-04-05,S007,SKU00022,3
2026-03-29,S007,SKU00022,2
2026-03-22,S007,SKU00022,2
2026-03-15,S007,SKU00022,3
2026-03-08,S007,SKU00022,1
2026-03-01,S007,SKU00022,4
2026-02-22,S007,SKU00022,5
2026-04-12,S032,SKU00018,7
2026-04-05,S032,SKU00018,6
2026-03-29,S032,SKU00018,6
2026-03-22,S032,SKU00018,5
2026-03-15,S032,SKU00018,5
2026-03-08,S032,SKU00018,6
2026-03-01,S032,SKU00018,6
2026-02-22,S032,SKU00018,4
2026-04-12,S002,SKU00041,19
2026-04-05,S002,SKU00041,23
2026-03-29,S002,SKU00041,17
2026-03-22,S002,SKU00041,14
2026-03-15,S002,SKU00041,14
2026-03-08,S002,SKU00041,16
2026-03-01,S002,SKU00041,21
2026-02-22,S002,SKU00041,18
2026-04-12,S037,SKU00067,1
2026-04-05,S037,SKU00067,1
2026-03-29,S037,SKU00067,1
2026-03-22,S037,SKU00067,1
2026-03-15,S037,SKU00067,1
2026-03-08,S037,SKU00067,1
2026-03-01,S037,SKU00067,1
2026-02-22,S037,SKU00067,1
2026-04-12,S065,SKU00035,9
2026-04-05,S065,SKU00035,7
2026-03-29,S065,SKU00035,8
2026-03-22,S065,SKU00035,8
2026-03-15,S065,SKU00035,4
2026-03-08,S065,SKU00035,4
2026-03-01,S065,SKU00035,10
2026-02-22,S065,SKU00035,5
2026-04-12,S039,SKU00068,1
2026-04-05,S039,SKU00068,1
2026-03-29,S039,SKU00068,2
2026-03-22,S039,SKU00068,1
2026-03-08,S039,SKU00068,1
2026-03-01,S039,SKU00068,2
2026-02-22,S039,SKU00068,3
2026-04-12,S010,SKU00032,7
2026-04-05,S010,SKU00032,12
2026-03-29,S010,SKU00032,11
2026-03-22,S010,SKU00032,11
2026-03-15,S010,SKU00032,8
2026-03-08,S010,SKU00032,12
2026-03-01,S010,SKU00032,15
2026-02-22,S010,SKU00032,14
2026-04-12,S041,SKU00041,14
2026-04-05,S041,SKU00041,10
2026-03-22,S041,SKU00041,3
2026-03-15,S041,SKU00041,16
2026-03-08,S041,SKU00041,16
2026-03-01,S041,SKU00041,10
2026-02-22,S041,SKU00041,7
2026-04-12,S002,SKU00017,17
2026-04-05,S002,SKU00017,24
2026-03-29,S002,SKU00017,16
2026-03-22,S002,SKU00017,16
2026-03-15,S002,SKU00017,14
2026-03-08,S002,SKU00017,19
2026-03-01,S002,SKU00017,15
2026-02-22,S002,SKU00017,20
2026-04-12,S002,SKU00039,11
2026-04-05,S002,SKU00039,11
2026-03-29,S002,SKU00039,7
2026-03-22,S002,SKU00039,10
2026-03-15,S002,SKU00039,10
2026-03-08,S002,SKU00039,10
2026-03-01,S002,SKU00039,10
2026-02-22,S002,SKU00039,10
2026-04-12,S030,SKU00011,10
2026-04-05,S030,SKU00011,17
2026-03-29,S030,SKU00011,16
2026-03-22,S030,SKU00011,17
2026-03-15,S030,SKU00011,14
2026-03-08,S030,SKU00011,14
2026-03-01,S030,SKU00011,13
2026-02-22,S030,SKU00011,8
2026-04-12,S017,SKU00010,14
2026-04-05,S017,SKU00010,13
2026-03-29,S017,SKU00010,16
2026-03-22,S017,SKU00010,20
2026-03-15,S017,SKU00010,19
2026-03-08,S017,SKU00010,13
2026-03-01,S017,SKU00010,17
2026-02-22,S017,SKU00010,16
2026-04-12,S001,SKU00062,2
2026-04-05,S001,SKU00062,2
2026-03-29,S001,SKU00062,2
2026-03-22,S001,SKU00062,3
2026-03-15,S001,SKU00062,3
2026-03-08,S001,SKU00062,2
2026-03-01,S001,SKU00062,2
2026-02-22,S001,SKU00062,2
2026-04-12,S020,SKU00064,4
2026-04-05,S020,SKU00064,4
2026-03-29,S020,SKU00064,3
2026-03-22,S020,SKU00064,3
2026-03-15,S020,SKU00064,3
2026-03-08,S020,SKU00064,2
2026-03-01,S020,SKU00064,3
2026-02-22,S020,SKU00064,2
2026-04-12,S051,SKU00006,3
2026-04-05,S051,SKU00006,5
2026-03-22,S051,SKU00006,6
2026-03-15,S051,SKU00006,4
2026-03-08,S051,SKU00006,4
2026-03-01,S051,SKU00006,8
2026-02-22,S051,SKU00006,5
2026-04-12,S041,SKU00017,2
2026-04-05,S041,SKU00017,1
2026-03-29,S041,SKU00017,1
2026-03-22,S041,SKU00017,1
2026-03-15,S041,SKU00017,2
2026-03-08,S041,SKU00017,1
2026-03-01,S041,SKU00017,2
2026-02-22,S041,SKU00017,2
2026-04-12,S054,SKU00012,2
2026-04-05,S054,SKU00012,1
2026-03-29,S054,SKU00012,1
2026-03-22,S054,SKU00012,1
2026-03-15,S054,SKU00012,3
2026-03-08,S054,SKU00012,2
2026-03-01,S054,SKU00012,2
2026-02-22,S054,SKU00012,4
2026-04-12,S009,SKU00006,1
2026-04-05,S009,SKU00006,3
2026-03-29,S009,SKU00006,1
2026-03-22,S009,SKU00006,2
2026-03-15,S009,SKU00006,3
2026-03-08,S009,SKU00006,4
2026-03-01,S009,SKU00006,1
2026-02-22,S009,SKU00006,2
2026-04-12,S010,SKU00061,1
2026-04-05,S010,SKU00061,1
2026-03-29,S010,SKU00061,2
2026-03-22,S010,SKU00061,2
2026-03-15,S010,SKU00061,1
2026-03-08,S010,SKU00061,2
2026-03-01,S010,SKU00061,1
2026-02-22,S010,SKU00061,1
2026-04-12,S027,SKU00072,1
2026-04-05,S027,SKU00072,2
2026-03-29,S027,SKU00072,2
2026-03-15,S027,SKU00072,2
2026-03-08,S027,SKU00072,1
2026-03-01,S027,SKU00072,1
2026-02-22,S027,SKU00072,1
2026-04-12,S035,SKU00074,3
2026-04-05,S035,SKU00074,4
2026-03-29,S035,SKU00074,4
2026-03-22,S035,SKU00074,3
2026-03-15,S035,SKU00074,3
2026-03-08,S035,SKU00074,3
2026-03-01,S035,SKU00074,4
2026-02-22,S035,SKU00074,3
2026-04-12,S012,SKU00058,2
2026-04-05,S012,SKU00058,1
2026-03-29,S012,SKU00058,1
2026-03-22,S012,SKU00058,2
2026-03-15,S012,SKU00058,1
2026-03-08,S012,SKU00058,2
2026-03-01,S012,SKU00058,2
2026-02-22,S012,SKU00058,2
2026-04-12,S041,SKU00039,10
2026-04-05,S041,SKU00039,7
2026-03-29,S041,SKU00039,14
2026-03-22,S041,SKU00039,10
2026-03-15,S041,SKU00039,12
2026-03-08,S041,SKU00039,6
2026-03-01,S041,SKU00039,11
2026-02-22,S041,SKU00039,17
2026-04-12,S042,SKU00054,3
2026-04-05,S042,SKU00054,1
2026-03-29,S042,SKU00054,1
2026-03-22,S042,SKU00054,1
2026-03-15,S042,SKU00054,1
2026-03-08,S042,SKU00054,2
2026-03-01,S042,SKU00054,1
2026-02-22,S042,SKU00054,1
2026-04-12,S045,SKU00041,7
2026-04-05,S045,SKU00041,7
2026-03-29,S045,SKU00041,4
2026-03-22,S045,SKU00041,7
2026-03-15,S045,SKU00041,3
2026-03-08,S045,SKU00041,8
